국적,목적,YearMonth,Headcount
우즈베키스탄,공용,2020-04-01,0
우즈베키스탄,유학연수,2020-04-01,1
우즈베키스탄,기타,2020-04-01,5
터  키,관광,2020-04-01,2
터  키,상용,2020-04-01,1
터  키,공용,2020-04-01,0
터  키,유학연수,2020-04-01,0
터  키,기타,2020-04-01,23
이스라엘,관광,2020-04-01,1
이스라엘,상용,2020-04-01,2
이스라엘,공용,2020-04-01,2
이스라엘,유학연수,2020-04-01,0
이스라엘,기타,2020-04-01,16
이  란,관광,2020-04-01,0
이  란,상용,2020-04-01,2
이  란,공용,2020-04-01,0
이  란,유학연수,2020-04-01,6
이  란,기타,2020-04-01,5
카자흐스탄,관광,2020-04-01,4
카자흐스탄,상용,2020-04-01,0
카자흐스탄,공용,2020-04-01,0
카자흐스탄,유학연수,2020-04-01,4
카자흐스탄,기타,2020-04-01,7
요르단,관광,2020-04-01,1
요르단,상용,2020-04-01,0
요르단,공용,2020-04-01,0
요르단,유학연수,2020-04-01,0
요르단,기타,2020-04-01,6
사우디아라비아,관광,2020-04-01,0
사우디아라비아,상용,2020-04-01,5
사우디아라비아,공용,2020-04-01,0
사우디아라비아,유학연수,2020-04-01,0
사우디아라비아,기타,2020-04-01,11
이라크,관광,2020-04-01,0
이라크,상용,2020-04-01,0
이라크,공용,2020-04-01,0
이라크,유학연수,2020-04-01,0
이라크,기타,2020-04-01,0
중 동 기타,관광,2020-04-01,0
중 동 기타,상용,2020-04-01,5
중 동 기타,공용,2020-04-01,0
중 동 기타,유학연수,2020-04-01,2
중 동 기타,기타,2020-04-01,22
미 주,관광,2020-04-01,1959
미 주,상용,2020-04-01,38
미 주,공용,2020-04-01,231
미 주,유학연수,2020-04-01,13
미 주,기타,2020-04-01,4788
미  국,관광,2020-04-01,1793
미  국,상용,2020-04-01,32
미  국,공용,2020-04-01,227
미  국,유학연수,2020-04-01,7
미  국,기타,2020-04-01,4358
에콰도르,관광,2020-04-01,0
에콰도르,상용,2020-04-01,0
에콰도르,공용,2020-04-01,0
에콰도르,유학연수,2020-04-01,0
에콰도르,기타,2020-04-01,2
쿠  바,관광,2020-04-01,0
쿠  바,상용,2020-04-01,0
쿠  바,공용,2020-04-01,0
쿠  바,유학연수,2020-04-01,0
쿠  바,기타,2020-04-01,0
캐나다,관광,2020-04-01,135
캐나다,상용,2020-04-01,3
캐나다,공용,2020-04-01,0
캐나다,유학연수,2020-04-01,0
캐나다,기타,2020-04-01,284
브라질,관광,2020-04-01,8
브라질,상용,2020-04-01,2
브라질,공용,2020-04-01,0
브라질,유학연수,2020-04-01,3
브라질,기타,2020-04-01,39
멕시코,관광,2020-04-01,12
멕시코,상용,2020-04-01,0
멕시코,공용,2020-04-01,3
멕시코,유학연수,2020-04-01,1
멕시코,기타,2020-04-01,39
칠  레,관광,2020-04-01,4
칠  레,상용,2020-04-01,0
칠  레,공용,2020-04-01,0
칠  레,유학연수,2020-04-01,0
칠  레,기타,2020-04-01,8
아르헨티나,관광,2020-04-01,1
아르헨티나,상용,2020-04-01,1
아르헨티나,공용,2020-04-01,0
아르헨티나,유학연수,2020-04-01,0
아르헨티나,기타,2020-04-01,9
콜롬비아,관광,2020-04-01,2
콜롬비아,상용,2020-04-01,0
콜롬비아,공용,2020-04-01,0
콜롬비아,유학연수,2020-04-01,0
콜롬비아,기타,2020-04-01,10
페  루,관광,2020-04-01,0
페  루,상용,2020-04-01,0
페  루,공용,2020-04-01,0
페  루,유학연수,2020-04-01,1
페  루,기타,2020-04-01,0
베네수엘라,관광,2020-04-01,1
베네수엘라,상용,2020-04-01,0
베네수엘라,공용,2020-04-01,0
베네수엘라,유학연수,2020-04-01,0
베네수엘라,기타,2020-04-01,16
미 주 기타,관광,2020-04-01,3
미 주 기타,상용,2020-04-01,0
미 주 기타,공용,2020-04-01,1
미 주 기타,유학연수,2020-04-01,1
미 주 기타,기타,2020-04-01,23
구 주,관광,2020-04-01,676
구 주,상용,2020-04-01,58
구 주,공용,2020-04-01,16
구 주,유학연수,2020-04-01,25
구 주,기타,2020-04-01,3360
러시아(연방),관광,2020-04-01,128
러시아(연방),상용,2020-04-01,4
러시아(연방),공용,2020-04-01,1
러시아(연방),유학연수,2020-04-01,5
러시아(연방),기타,2020-04-01,1085
폴란드,관광,2020-04-01,14
폴란드,상용,2020-04-01,1
폴란드,공용,2020-04-01,0
폴란드,유학연수,2020-04-01,1
폴란드,기타,2020-04-01,67
덴마크,관광,2020-04-01,5
덴마크,상용,2020-04-01,1
덴마크,공용,2020-04-01,0
덴마크,유학연수,2020-04-01,0
덴마크,기타,2020-04-01,21
그리스,관광,2020-04-01,30
그리스,상용,2020-04-01,6
그리스,공용,2020-04-01,0
그리스,유학연수,2020-04-01,0
그리스,기타,2020-04-01,40
스위스,관광,2020-04-01,18
스위스,상용,2020-04-01,1
스위스,공용,2020-04-01,0
스위스,유학연수,2020-04-01,2
스위스,기타,2020-04-01,12
노르웨이,관광,2020-04-01,6
노르웨이,상용,2020-04-01,5
노르웨이,공용,2020-04-01,0
노르웨이,유학연수,2020-04-01,0
노르웨이,기타,2020-04-01,24
스페인,관광,2020-04-01,11
스페인,상용,2020-04-01,1
스페인,공용,2020-04-01,0
스페인,유학연수,2020-04-01,1
스페인,기타,2020-04-01,18
루마니아,관광,2020-04-01,40
루마니아,상용,2020-04-01,0
루마니아,공용,2020-04-01,0
루마니아,유학연수,2020-04-01,0
루마니아,기타,2020-04-01,42
벨기에,관광,2020-04-01,7
벨기에,상용,2020-04-01,3
벨기에,공용,2020-04-01,0
벨기에,유학연수,2020-04-01,0
벨기에,기타,2020-04-01,47
독  일,관광,2020-04-01,30
독  일,상용,2020-04-01,9
독  일,공용,2020-04-01,2
독  일,유학연수,2020-04-01,4
독  일,기타,2020-04-01,988
영  국,관광,2020-04-01,136
영  국,상용,2020-04-01,5
영  국,공용,2020-04-01,0
영  국,유학연수,2020-04-01,0
영  국,기타,2020-04-01,157
프랑스,관광,2020-04-01,100
프랑스,상용,2020-04-01,8
프랑스,공용,2020-04-01,3
프랑스,유학연수,2020-04-01,7
프랑스,기타,2020-04-01,162
네덜란드,관광,2020-04-01,9
네덜란드,상용,2020-04-01,3
네덜란드,공용,2020-04-01,2
네덜란드,유학연수,2020-04-01,1
네덜란드,기타,2020-04-01,370
우크라이나,관광,2020-04-01,60
우크라이나,상용,2020-04-01,0
우크라이나,공용,2020-04-01,4
우크라이나,유학연수,2020-04-01,0
우크라이나,기타,2020-04-01,52
이탈리아,관광,2020-04-01,11
이탈리아,상용,2020-04-01,5
이탈리아,공용,2020-04-01,1
이탈리아,유학연수,2020-04-01,2
이탈리아,기타,2020-04-01,36
불가리아,관광,2020-04-01,24
불가리아,상용,2020-04-01,0
불가리아,공용,2020-04-01,0
불가리아,유학연수,2020-04-01,0
불가리아,기타,2020-04-01,19
스웨덴,관광,2020-04-01,7
스웨덴,상용,2020-04-01,3
스웨덴,공용,2020-04-01,2
스웨덴,유학연수,2020-04-01,0
스웨덴,기타,2020-04-01,23
구 주 기타,관광,2020-04-01,40
구 주 기타,상용,2020-04-01,3
구 주 기타,공용,2020-04-01,1
구 주 기타,유학연수,2020-04-01,2
구 주 기타,기타,2020-04-01,197
대양주,관광,2020-04-01,47
대양주,상용,2020-04-01,0
대양주,공용,2020-04-01,9
대양주,유학연수,2020-04-01,0
대양주,기타,2020-04-01,179
오스트레일리아,관광,2020-04-01,28
오스트레일리아,상용,2020-04-01,0
오스트레일리아,공용,2020-04-01,4
오스트레일리아,유학연수,2020-04-01,0
오스트레일리아,기타,2020-04-01,92
뉴질랜드,관광,2020-04-01,19
뉴질랜드,상용,2020-04-01,0
뉴질랜드,공용,2020-04-01,5
뉴질랜드,유학연수,2020-04-01,0
뉴질랜드,기타,2020-04-01,74
키리바시,관광,2020-04-01,0
키리바시,공용,2020-04-01,0
키리바시,유학연수,2020-04-01,0
키리바시,기타,2020-04-01,11
피  지,관광,2020-04-01,0
피  지,공용,2020-04-01,0
피  지,유학연수,2020-04-01,0
피  지,기타,2020-04-01,0
대양주 기타,관광,2020-04-01,0
대양주 기타,상용,2020-04-01,0
대양주 기타,공용,2020-04-01,0
대양주 기타,유학연수,2020-04-01,0
대양주 기타,기타,2020-04-01,2
아프리카주,관광,2020-04-01,13
아프리카주,상용,2020-04-01,5
아프리카주,공용,2020-04-01,0
아프리카주,유학연수,2020-04-01,11
아프리카주,기타,2020-04-01,170
남아프리카 공화국,관광,2020-04-01,2
남아프리카 공화국,상용,2020-04-01,0
남아프리카 공화국,공용,2020-04-01,0
남아프리카 공화국,유학연수,2020-04-01,0
남아프리카 공화국,기타,2020-04-01,20
나이지리아,관광,2020-04-01,0
나이지리아,상용,2020-04-01,0
나이지리아,공용,2020-04-01,0
나이지리아,유학연수,2020-04-01,0
나이지리아,기타,2020-04-01,4
이집트,관광,2020-04-01,7
이집트,상용,2020-04-01,0
이집트,공용,2020-04-01,0
이집트,유학연수,2020-04-01,0
이집트,기타,2020-04-01,38
아프리카주 기타,관광,2020-04-01,4
아프리카주 기타,상용,2020-04-01,5
아프리카주 기타,공용,2020-04-01,0
아프리카주 기타,유학연수,2020-04-01,11
아프리카주 기타,기타,2020-04-01,108
기 타,관광,2020-04-01,0
기 타,상용,2020-04-01,0
기 타,공용,2020-04-01,0
기 타,유학연수,2020-04-01,0
기 타,기타,2020-04-01,701
교포,기타,2020-04-01,698
미상,관광,2020-04-01,0
미상,상용,2020-04-01,0
미상,공용,2020-04-01,0
미상,유학연수,2020-04-01,0
미상,기타,2020-04-01,3
전 체, ,2020-04-01,29415
전 체, ,2020-04-01,0
아시아주,관광,2020-05-01,1989
아시아주,상용,2020-05-01,257
아시아주,공용,2020-05-01,31
아시아주,유학연수,2020-05-01,2130
아시아주,기타,2020-05-01,8741
일  본,관광,2020-05-01,45
일  본,상용,2020-05-01,105
일  본,공용,2020-05-01,3
일  본,유학연수,2020-05-01,41
일  본,기타,2020-05-01,219
인  도,관광,2020-05-01,95
인  도,상용,2020-05-01,15
인  도,공용,2020-05-01,0
인  도,유학연수,2020-05-01,3
인  도,기타,2020-05-01,302
베트남,관광,2020-05-01,70
베트남,상용,2020-05-01,1
베트남,공용,2020-05-01,1
베트남,유학연수,2020-05-01,720
베트남,기타,2020-05-01,589
미얀마,관광,2020-05-01,178
미얀마,상용,2020-05-01,1
미얀마,공용,2020-05-01,0
미얀마,유학연수,2020-05-01,6
미얀마,기타,2020-05-01,516
몽  골,관광,2020-05-01,0
몽  골,상용,2020-05-01,1
몽  골,공용,2020-05-01,2
몽  골,유학연수,2020-05-01,30
몽  골,기타,2020-05-01,45
스리랑카,관광,2020-05-01,39
스리랑카,상용,2020-05-01,1
스리랑카,공용,2020-05-01,0
스리랑카,유학연수,2020-05-01,1
스리랑카,기타,2020-05-01,401
파키스탄,관광,2020-05-01,0
파키스탄,상용,2020-05-01,17
파키스탄,공용,2020-05-01,1
파키스탄,유학연수,2020-05-01,44
파키스탄,기타,2020-05-01,153
방글라데시,관광,2020-05-01,0
방글라데시,상용,2020-05-01,2
방글라데시,공용,2020-05-01,0
방글라데시,유학연수,2020-05-01,21
방글라데시,기타,2020-05-01,149
중  국,관광,2020-05-01,179
중  국,상용,2020-05-01,70
중  국,공용,2020-05-01,2
중  국,유학연수,2020-05-01,1189
중  국,기타,2020-05-01,3684
대  만,관광,2020-05-01,31
대  만,상용,2020-05-01,8
대  만,공용,2020-05-01,3
대  만,유학연수,2020-05-01,33
대  만,기타,2020-05-01,114
필리핀,관광,2020-05-01,725
필리핀,상용,2020-05-01,1
필리핀,공용,2020-05-01,12
필리핀,유학연수,2020-05-01,4
필리핀,기타,2020-05-01,797
홍  콩,관광,2020-05-01,6
홍  콩,상용,2020-05-01,5
홍  콩,공용,2020-05-01,0
홍  콩,유학연수,2020-05-01,2
홍  콩,기타,2020-05-01,11
태  국,관광,2020-05-01,25
태  국,상용,2020-05-01,7
태  국,공용,2020-05-01,0
태  국,유학연수,2020-05-01,13
태  국,기타,2020-05-01,150
말레이시아,관광,2020-05-01,2
말레이시아,상용,2020-05-01,8
말레이시아,공용,2020-05-01,0
말레이시아,유학연수,2020-05-01,8
말레이시아,기타,2020-05-01,72
싱가포르,관광,2020-05-01,6
싱가포르,상용,2020-05-01,10
싱가포르,공용,2020-05-01,0
싱가포르,유학연수,2020-05-01,3
싱가포르,기타,2020-05-01,30
인도네시아,관광,2020-05-01,581
인도네시아,상용,2020-05-01,3
인도네시아,공용,2020-05-01,5
인도네시아,유학연수,2020-05-01,9
인도네시아,기타,2020-05-01,1154
아시아주 기타,관광,2020-05-01,7
아시아주 기타,상용,2020-05-01,2
아시아주 기타,공용,2020-05-01,2
아시아주 기타,유학연수,2020-05-01,3
아시아주 기타,기타,2020-05-01,355
중 동,관광,2020-05-01,19
중 동,상용,2020-05-01,12
중 동,공용,2020-05-01,6
중 동,유학연수,2020-05-01,16
중 동,기타,2020-05-01,98
우즈베키스탄,관광,2020-05-01,0
우즈베키스탄,상용,2020-05-01,0
우즈베키스탄,공용,2020-05-01,0
우즈베키스탄,유학연수,2020-05-01,4
우즈베키스탄,기타,2020-05-01,6
터  키,관광,2020-05-01,4
터  키,상용,2020-05-01,4
터  키,공용,2020-05-01,1
터  키,유학연수,2020-05-01,1
터  키,기타,2020-05-01,16
이스라엘,관광,2020-05-01,0
이스라엘,상용,2020-05-01,2
이스라엘,공용,2020-05-01,1
이스라엘,유학연수,2020-05-01,1
이스라엘,기타,2020-05-01,0
이  란,관광,2020-05-01,1
이  란,상용,2020-05-01,0
이  란,공용,2020-05-01,2
이  란,유학연수,2020-05-01,2
이  란,기타,2020-05-01,3
카자흐스탄,관광,2020-05-01,8
카자흐스탄,상용,2020-05-01,1
카자흐스탄,공용,2020-05-01,0
카자흐스탄,유학연수,2020-05-01,2
카자흐스탄,기타,2020-05-01,15
요르단,관광,2020-05-01,0
요르단,상용,2020-05-01,2
요르단,공용,2020-05-01,0
요르단,유학연수,2020-05-01,1
요르단,기타,2020-05-01,12
사우디아라비아,관광,2020-05-01,0
사우디아라비아,상용,2020-05-01,0
사우디아라비아,공용,2020-05-01,1
사우디아라비아,유학연수,2020-05-01,2
사우디아라비아,기타,2020-05-01,3
이라크,관광,2020-05-01,0
이라크,상용,2020-05-01,0
이라크,공용,2020-05-01,0
이라크,유학연수,2020-05-01,0
이라크,기타,2020-05-01,0
중 동 기타,관광,2020-05-01,6
중 동 기타,상용,2020-05-01,3
중 동 기타,공용,2020-05-01,1
중 동 기타,유학연수,2020-05-01,3
중 동 기타,기타,2020-05-01,43
미 주,관광,2020-05-01,3079
미 주,상용,2020-05-01,44
미 주,공용,2020-05-01,193
미 주,유학연수,2020-05-01,13
미 주,기타,2020-05-01,6293
미  국,관광,2020-05-01,2996
미  국,상용,2020-05-01,33
미  국,공용,2020-05-01,186
미  국,유학연수,2020-05-01,9
미  국,기타,2020-05-01,5511
에콰도르,관광,2020-05-01,0
에콰도르,상용,2020-05-01,0
에콰도르,공용,2020-05-01,0
에콰도르,유학연수,2020-05-01,1
에콰도르,기타,2020-05-01,6
쿠  바,관광,2020-05-01,0
쿠  바,상용,2020-05-01,0
쿠  바,공용,2020-05-01,0
쿠  바,유학연수,2020-05-01,0
쿠  바,기타,2020-05-01,0
캐나다,관광,2020-05-01,58
캐나다,상용,2020-05-01,7
캐나다,공용,2020-05-01,1
캐나다,유학연수,2020-05-01,1
캐나다,기타,2020-05-01,628
브라질,관광,2020-05-01,3
브라질,상용,2020-05-01,3
브라질,공용,2020-05-01,0
브라질,유학연수,2020-05-01,0
브라질,기타,2020-05-01,47
멕시코,관광,2020-05-01,20
멕시코,상용,2020-05-01,1
멕시코,공용,2020-05-01,0
멕시코,유학연수,2020-05-01,0
멕시코,기타,2020-05-01,48
칠  레,관광,2020-05-01,0
칠  레,상용,2020-05-01,0
칠  레,공용,2020-05-01,0
칠  레,유학연수,2020-05-01,0
칠  레,기타,2020-05-01,1
아르헨티나,관광,2020-05-01,1
아르헨티나,상용,2020-05-01,0
아르헨티나,공용,2020-05-01,0
아르헨티나,유학연수,2020-05-01,0
아르헨티나,기타,2020-05-01,12
콜롬비아,관광,2020-05-01,0
콜롬비아,상용,2020-05-01,0
콜롬비아,공용,2020-05-01,0
콜롬비아,유학연수,2020-05-01,0
콜롬비아,기타,2020-05-01,9
페  루,관광,2020-05-01,0
페  루,상용,2020-05-01,0
페  루,공용,2020-05-01,1
페  루,유학연수,2020-05-01,1
페  루,기타,2020-05-01,3
베네수엘라,관광,2020-05-01,0
베네수엘라,상용,2020-05-01,0
베네수엘라,공용,2020-05-01,0
베네수엘라,유학연수,2020-05-01,0
베네수엘라,기타,2020-05-01,9
미 주 기타,관광,2020-05-01,1
미 주 기타,상용,2020-05-01,0
미 주 기타,공용,2020-05-01,5
미 주 기타,유학연수,2020-05-01,1
미 주 기타,기타,2020-05-01,19
구 주,관광,2020-05-01,984
구 주,상용,2020-05-01,116
구 주,공용,2020-05-01,14
구 주,유학연수,2020-05-01,26
구 주,기타,2020-05-01,5609
러시아(연방),관광,2020-05-01,67
러시아(연방),상용,2020-05-01,6
러시아(연방),공용,2020-05-01,0
러시아(연방),유학연수,2020-05-01,3
러시아(연방),기타,2020-05-01,1565
폴란드,관광,2020-05-01,40
폴란드,상용,2020-05-01,1
폴란드,공용,2020-05-01,1
폴란드,유학연수,2020-05-01,0
폴란드,기타,2020-05-01,98
덴마크,관광,2020-05-01,9
덴마크,상용,2020-05-01,2
덴마크,공용,2020-05-01,0
덴마크,유학연수,2020-05-01,0
덴마크,기타,2020-05-01,28
그리스,관광,2020-05-01,80
그리스,상용,2020-05-01,6
그리스,공용,2020-05-01,0
그리스,유학연수,2020-05-01,0
그리스,기타,2020-05-01,79
스위스,관광,2020-05-01,0
스위스,상용,2020-05-01,0
스위스,공용,2020-05-01,0
스위스,유학연수,2020-05-01,5
스위스,기타,2020-05-01,23
노르웨이,관광,2020-05-01,2
노르웨이,상용,2020-05-01,4
노르웨이,공용,2020-05-01,0
노르웨이,유학연수,2020-05-01,0
노르웨이,기타,2020-05-01,49
스페인,관광,2020-05-01,16
스페인,상용,2020-05-01,5
스페인,공용,2020-05-01,2
스페인,유학연수,2020-05-01,2
스페인,기타,2020-05-01,42
루마니아,관광,2020-05-01,34
루마니아,상용,2020-05-01,1
루마니아,공용,2020-05-01,0
루마니아,유학연수,2020-05-01,0
루마니아,기타,2020-05-01,58
벨기에,관광,2020-05-01,1
벨기에,상용,2020-05-01,3
벨기에,공용,2020-05-01,0
벨기에,유학연수,2020-05-01,0
벨기에,기타,2020-05-01,175
독  일,관광,2020-05-01,12
독  일,상용,2020-05-01,27
독  일,공용,2020-05-01,3
독  일,유학연수,2020-05-01,2
독  일,기타,2020-05-01,1710
영  국,관광,2020-05-01,205
영  국,상용,2020-05-01,11
영  국,공용,2020-05-01,1
영  국,유학연수,2020-05-01,3
영  국,기타,2020-05-01,154
프랑스,관광,2020-05-01,47
프랑스,상용,2020-05-01,16
프랑스,공용,2020-05-01,0
프랑스,유학연수,2020-05-01,4
프랑스,기타,2020-05-01,90
네덜란드,관광,2020-05-01,2
네덜란드,상용,2020-05-01,5
네덜란드,공용,2020-05-01,2
네덜란드,유학연수,2020-05-01,1
네덜란드,기타,2020-05-01,683
우크라이나,관광,2020-05-01,265
우크라이나,상용,2020-05-01,6
우크라이나,공용,2020-05-01,1
우크라이나,유학연수,2020-05-01,2
우크라이나,기타,2020-05-01,157
이탈리아,관광,2020-05-01,10
이탈리아,상용,2020-05-01,12
이탈리아,공용,2020-05-01,1
이탈리아,유학연수,2020-05-01,0
이탈리아,기타,2020-05-01,156
불가리아,관광,2020-05-01,13
불가리아,상용,2020-05-01,0
불가리아,공용,2020-05-01,0
불가리아,유학연수,2020-05-01,0
불가리아,기타,2020-05-01,31
스웨덴,관광,2020-05-01,3
스웨덴,상용,2020-05-01,1
스웨덴,공용,2020-05-01,0
스웨덴,유학연수,2020-05-01,0
스웨덴,기타,2020-05-01,23
구 주 기타,관광,2020-05-01,178
구 주 기타,상용,2020-05-01,10
구 주 기타,공용,2020-05-01,3
구 주 기타,유학연수,2020-05-01,4
구 주 기타,기타,2020-05-01,488
대양주,관광,2020-05-01,35
대양주,상용,2020-05-01,5
대양주,공용,2020-05-01,3
대양주,유학연수,2020-05-01,1
대양주,기타,2020-05-01,138
오스트레일리아,관광,2020-05-01,30
오스트레일리아,상용,2020-05-01,5
오스트레일리아,공용,2020-05-01,0
오스트레일리아,유학연수,2020-05-01,0
오스트레일리아,기타,2020-05-01,102
뉴질랜드,관광,2020-05-01,4
뉴질랜드,상용,2020-05-01,0
뉴질랜드,공용,2020-05-01,2
뉴질랜드,유학연수,2020-05-01,1
뉴질랜드,기타,2020-05-01,33
키리바시,관광,2020-05-01,0
키리바시,공용,2020-05-01,0
키리바시,유학연수,2020-05-01,0
키리바시,기타,2020-05-01,2
피  지,관광,2020-05-01,0
피  지,공용,2020-05-01,1
피  지,유학연수,2020-05-01,0
피  지,기타,2020-05-01,1
대양주 기타,관광,2020-05-01,1
대양주 기타,상용,2020-05-01,0
대양주 기타,공용,2020-05-01,0
대양주 기타,유학연수,2020-05-01,0
대양주 기타,기타,2020-05-01,0
아프리카주,관광,2020-05-01,4
아프리카주,상용,2020-05-01,1
아프리카주,공용,2020-05-01,6
아프리카주,유학연수,2020-05-01,6
아프리카주,기타,2020-05-01,143
남아프리카 공화국,관광,2020-05-01,1
남아프리카 공화국,상용,2020-05-01,0
남아프리카 공화국,공용,2020-05-01,3
남아프리카 공화국,유학연수,2020-05-01,0
남아프리카 공화국,기타,2020-05-01,25
나이지리아,관광,2020-05-01,0
나이지리아,상용,2020-05-01,0
나이지리아,공용,2020-05-01,2
나이지리아,유학연수,2020-05-01,0
나이지리아,기타,2020-05-01,1
이집트,관광,2020-05-01,0
이집트,상용,2020-05-01,0
이집트,공용,2020-05-01,0
이집트,유학연수,2020-05-01,0
이집트,기타,2020-05-01,34
아프리카주 기타,관광,2020-05-01,3
아프리카주 기타,상용,2020-05-01,1
아프리카주 기타,공용,2020-05-01,1
아프리카주 기타,유학연수,2020-05-01,6
아프리카주 기타,기타,2020-05-01,83
기 타,관광,2020-05-01,1
기 타,상용,2020-05-01,0
기 타,공용,2020-05-01,0
기 타,유학연수,2020-05-01,0
기 타,기타,2020-05-01,793
교포,기타,2020-05-01,790
미상,관광,2020-05-01,1
미상,상용,2020-05-01,0
미상,공용,2020-05-01,0
미상,유학연수,2020-05-01,0
미상,기타,2020-05-01,3
전 체, ,2020-05-01,30806
전 체, ,2020-05-01,0
아시아주,관광,2020-06-01,4247
아시아주,상용,2020-06-01,346
아시아주,공용,2020-06-01,50
아시아주,유학연수,2020-06-01,1735
아시아주,기타,2020-06-01,10312
일  본,관광,2020-06-01,73
일  본,상용,2020-06-01,69
일  본,공용,2020-06-01,4
일  본,유학연수,2020-06-01,35
일  본,기타,2020-06-01,317
인  도,관광,2020-06-01,865
인  도,상용,2020-06-01,36
인  도,공용,2020-06-01,11
인  도,유학연수,2020-06-01,61
인  도,기타,2020-06-01,826
베트남,관광,2020-06-01,61
베트남,상용,2020-06-01,5
베트남,공용,2020-06-01,0
베트남,유학연수,2020-06-01,582
베트남,기타,2020-06-01,384
미얀마,관광,2020-06-01,308
미얀마,상용,2020-06-01,0
미얀마,공용,2020-06-01,1
미얀마,유학연수,2020-06-01,8
미얀마,기타,2020-06-01,663
몽  골,관광,2020-06-01,11
몽  골,상용,2020-06-01,3
몽  골,공용,2020-06-01,1
몽  골,유학연수,2020-06-01,73
몽  골,기타,2020-06-01,36
스리랑카,관광,2020-06-01,72
스리랑카,상용,2020-06-01,0
스리랑카,공용,2020-06-01,0
스리랑카,유학연수,2020-06-01,5
스리랑카,기타,2020-06-01,146
파키스탄,관광,2020-06-01,9
파키스탄,상용,2020-06-01,29
파키스탄,공용,2020-06-01,1
파키스탄,유학연수,2020-06-01,26
파키스탄,기타,2020-06-01,184
방글라데시,관광,2020-06-01,17
방글라데시,상용,2020-06-01,4
방글라데시,공용,2020-06-01,1
방글라데시,유학연수,2020-06-01,48
방글라데시,기타,2020-06-01,99
중  국,관광,2020-06-01,246
중  국,상용,2020-06-01,140
중  국,공용,2020-06-01,0
중  국,유학연수,2020-06-01,751
중  국,기타,2020-06-01,3914
대  만,관광,2020-06-01,40
대  만,상용,2020-06-01,23
대  만,공용,2020-06-01,6
대  만,유학연수,2020-06-01,39
대  만,기타,2020-06-01,132
필리핀,관광,2020-06-01,1700
필리핀,상용,2020-06-01,6
필리핀,공용,2020-06-01,9
필리핀,유학연수,2020-06-01,4
필리핀,기타,2020-06-01,1263
홍  콩,관광,2020-06-01,13
홍  콩,상용,2020-06-01,11
홍  콩,공용,2020-06-01,0
홍  콩,유학연수,2020-06-01,22
홍  콩,기타,2020-06-01,16
태  국,관광,2020-06-01,92
태  국,상용,2020-06-01,0
태  국,공용,2020-06-01,0
태  국,유학연수,2020-06-01,14
태  국,기타,2020-06-01,207
말레이시아,관광,2020-06-01,24
말레이시아,상용,2020-06-01,5
말레이시아,공용,2020-06-01,2
말레이시아,유학연수,2020-06-01,6
말레이시아,기타,2020-06-01,84
싱가포르,관광,2020-06-01,5
싱가포르,상용,2020-06-01,9
싱가포르,공용,2020-06-01,1
싱가포르,유학연수,2020-06-01,2
싱가포르,기타,2020-06-01,33
인도네시아,관광,2020-06-01,707
인도네시아,상용,2020-06-01,0
인도네시아,공용,2020-06-01,0
인도네시아,유학연수,2020-06-01,9
인도네시아,기타,2020-06-01,1369
아시아주 기타,관광,2020-06-01,4
아시아주 기타,상용,2020-06-01,6
아시아주 기타,공용,2020-06-01,13
아시아주 기타,유학연수,2020-06-01,50
아시아주 기타,기타,2020-06-01,639
중 동,관광,2020-06-01,58
중 동,상용,2020-06-01,23
중 동,공용,2020-06-01,9
중 동,유학연수,2020-06-01,56
중 동,기타,2020-06-01,746
우즈베키스탄,관광,2020-06-01,3
우즈베키스탄,상용,2020-06-01,5
우즈베키스탄,공용,2020-06-01,2
우즈베키스탄,유학연수,2020-06-01,22
우즈베키스탄,기타,2020-06-01,201
터  키,관광,2020-06-01,12
터  키,상용,2020-06-01,3
터  키,공용,2020-06-01,1
터  키,유학연수,2020-06-01,3
터  키,기타,2020-06-01,115
이스라엘,관광,2020-06-01,1
이스라엘,상용,2020-06-01,2
이스라엘,공용,2020-06-01,0
이스라엘,유학연수,2020-06-01,0
이스라엘,기타,2020-06-01,10
이  란,관광,2020-06-01,1
이  란,상용,2020-06-01,0
이  란,공용,2020-06-01,0
이  란,유학연수,2020-06-01,1
이  란,기타,2020-06-01,4
카자흐스탄,관광,2020-06-01,34
카자흐스탄,상용,2020-06-01,1
카자흐스탄,공용,2020-06-01,3
카자흐스탄,유학연수,2020-06-01,11
카자흐스탄,기타,2020-06-01,282
요르단,관광,2020-06-01,0
요르단,상용,2020-06-01,6
요르단,공용,2020-06-01,0
요르단,유학연수,2020-06-01,0
요르단,기타,2020-06-01,7
사우디아라비아,관광,2020-06-01,1
사우디아라비아,상용,2020-06-01,1
사우디아라비아,공용,2020-06-01,0
사우디아라비아,유학연수,2020-06-01,13
사우디아라비아,기타,2020-06-01,37
이라크,관광,2020-06-01,0
이라크,상용,2020-06-01,0
이라크,공용,2020-06-01,0
이라크,유학연수,2020-06-01,0
이라크,기타,2020-06-01,2
중 동 기타,관광,2020-06-01,6
중 동 기타,상용,2020-06-01,5
중 동 기타,공용,2020-06-01,3
중 동 기타,유학연수,2020-06-01,6
중 동 기타,기타,2020-06-01,88
미 주,관광,2020-06-01,3928
미 주,상용,2020-06-01,62
미 주,공용,2020-06-01,434
미 주,유학연수,2020-06-01,17
미 주,기타,2020-06-01,6460
미  국,관광,2020-06-01,3786
